goos: linux
goarch: amd64
pkg: rsc.io/tmp/rsort
cpu: AMD Ryzen 9 7950X 16-Core Processor            
BenchmarkRandom/n=1048576/len=512/e=8/alg=sortWithTmp-32         	      12	  94913551 ns/op	         2.968 depth/op	16777216 B/op	       1 allocs/op
BenchmarkText/input=cmd.sortish/alg=sortWithTmp-32         	  103099	     11670 ns/op	        14.36 depth/op	    4096 B/op	       1 allocs/op
BenchmarkText/input=cmd.sortish/alg=sortInPlace-32         	  138872	      8648 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd.sortish/alg=sortInPlace-32         	  142150	      8379 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd.sortish/alg=sortInPlace-32         	  141568	      8476 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd.sortish/alg=sortInPlace-32         	  139119	      8630 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd.sortish/alg=sortInPlace-32         	  145233	      8648 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd.sortish/alg=sortInPlace-32         	  139178	      8535 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd.sortish/alg=sortInPlace-32         	  139574	      8632 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd.sortish/alg=sortInPlace-32         	  138829	      8646 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd.sortish/alg=sortInPlace-32         	  142545	      8602 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd.sortish/alg=sortInPlace-32         	  141235	      8648 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd.sortish/alg=slices.Sort-32         	  360710	      3393 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd.sortish/alg=slices.Sort-32         	  353109	      3410 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd.sortish/alg=slices.Sort-32         	  349941	      3419 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd.sortish/alg=slices.Sort-32         	  360288	      3316 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd.sortish/alg=slices.Sort-32         	  351712	      3421 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd.sortish/alg=slices.Sort-32         	  355968	      3379 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd.sortish/alg=slices.Sort-32         	  355216	      3314 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd.sortish/alg=slices.Sort-32         	  357504	      3412 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd.sortish/alg=slices.Sort-32         	  361525	      3352 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=cmd.sortish/alg=slices.Sort-32         	  357292	      3343 ns/op	        14.36 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist/alg=sortWithTmp-32            	     846	   1389760 ns/op	        30.68 depth/op	  229376 B/op	       1 allocs/op
BenchmarkText/input=filelist/alg=sortWithTmp-32            	     873	   1392044 ns/op	        30.68 depth/op	  229376 B/op	       1 allocs/op
BenchmarkText/input=filelist/alg=sortWithTmp-32            	     856	   1381779 ns/op	        30.68 depth/op	  229376 B/op	       1 allocs/op
BenchmarkText/input=filelist/alg=sortWithTmp-32            	     859	   1379831 ns/op	        30.68 depth/op	  229376 B/op	       1 allocs/op
BenchmarkText/input=filelist/alg=sortWithTmp-32            	     856	   1368034 ns/op	        30.68 depth/op	  229376 B/op	       1 allocs/op
BenchmarkText/input=filelist/alg=sortWithTmp-32            	     873	   1382550 ns/op	        30.68 depth/op	  229376 B/op	       1 allocs/op
BenchmarkText/input=filelist/alg=sortWithTmp-32            	     864	   1387596 ns/op	        30.68 depth/op	  229376 B/op	       1 allocs/op
BenchmarkText/input=filelist/alg=sortWithTmp-32            	     858	   1385875 ns/op	        30.68 depth/op	  229376 B/op	       1 allocs/op
BenchmarkText/input=filelist/alg=sortWithTmp-32            	     864	   1386514 ns/op	        30.68 depth/op	  229376 B/op	       1 allocs/op
BenchmarkText/input=filelist/alg=sortWithTmp-32            	     878	   1377327 ns/op	        30.68 depth/op	  229376 B/op	       1 allocs/op
BenchmarkText/input=filelist/alg=sortInPlace-32            	    1077	   1133044 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist/alg=sortInPlace-32            	    1039	   1105830 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist/alg=sortInPlace-32            	    1072	   1155061 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist/alg=sortInPlace-32            	    1038	   1155688 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist/alg=sortInPlace-32            	    1083	   1133172 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist/alg=sortInPlace-32            	    1038	   1155822 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist/alg=sortInPlace-32            	    1059	   1150613 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist/alg=sortInPlace-32            	    1084	   1150060 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist/alg=sortInPlace-32            	    1032	   1132987 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist/alg=sortInPlace-32            	    1078	   1134046 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist/alg=slices.Sort-32            	     781	   1567245 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist/alg=slices.Sort-32            	     776	   1573494 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist/alg=slices.Sort-32            	     790	   1538609 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist/alg=slices.Sort-32            	     763	   1528714 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist/alg=slices.Sort-32            	     764	   1538016 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist/alg=slices.Sort-32            	     764	   1574629 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist/alg=slices.Sort-32            	     760	   1574695 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist/alg=slices.Sort-32            	     792	   1574477 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist/alg=slices.Sort-32            	     792	   1539189 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist/alg=slices.Sort-32            	     763	   1574378 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist.sortish/alg=sortWithTmp-32    	    1084	   1093327 ns/op	        30.68 depth/op	  229376 B/op	       1 allocs/op
BenchmarkText/input=filelist.sortish/alg=sortWithTmp-32    	    1105	   1099397 ns/op	        30.68 depth/op	  229376 B/op	       1 allocs/op
BenchmarkText/input=filelist.sortish/alg=sortWithTmp-32    	    1096	   1085673 ns/op	        30.68 depth/op	  229376 B/op	       1 allocs/op
BenchmarkText/input=filelist.sortish/alg=sortWithTmp-32    	    1099	   1085065 ns/op	        30.68 depth/op	  229376 B/op	       1 allocs/op
BenchmarkText/input=filelist.sortish/alg=sortWithTmp-32    	    1090	   1092553 ns/op	        30.68 depth/op	  229376 B/op	       1 allocs/op
BenchmarkText/input=filelist.sortish/alg=sortWithTmp-32    	    1084	   1093205 ns/op	        30.68 depth/op	  229376 B/op	       1 allocs/op
BenchmarkText/input=filelist.sortish/alg=sortWithTmp-32    	    1087	   1087330 ns/op	        30.68 depth/op	  229376 B/op	       1 allocs/op
BenchmarkText/input=filelist.sortish/alg=sortWithTmp-32    	    1094	   1097672 ns/op	        30.68 depth/op	  229376 B/op	       1 allocs/op
BenchmarkText/input=filelist.sortish/alg=sortWithTmp-32    	    1088	   1087528 ns/op	        30.68 depth/op	  229376 B/op	       1 allocs/op
BenchmarkText/input=filelist.sortish/alg=sortWithTmp-32    	    1101	   1098363 ns/op	        30.68 depth/op	  229376 B/op	       1 allocs/op
BenchmarkText/input=filelist.sortish/alg=sortInPlace-32    	    1287	    897694 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist.sortish/alg=sortInPlace-32    	    1246	    924818 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist.sortish/alg=sortInPlace-32    	    1279	    915852 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist.sortish/alg=sortInPlace-32    	    1333	    914219 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist.sortish/alg=sortInPlace-32    	    1290	    898014 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist.sortish/alg=sortInPlace-32    	    1318	    930069 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist.sortish/alg=sortInPlace-32    	    1347	    914022 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist.sortish/alg=sortInPlace-32    	    1288	    914239 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist.sortish/alg=sortInPlace-32    	    1290	    930406 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist.sortish/alg=sortInPlace-32    	    1326	    913037 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist.sortish/alg=slices.Sort-32    	    4262	    289269 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist.sortish/alg=slices.Sort-32    	    4162	    284245 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist.sortish/alg=slices.Sort-32    	    4153	    289205 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist.sortish/alg=slices.Sort-32    	    4135	    290100 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist.sortish/alg=slices.Sort-32    	    4172	    286358 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist.sortish/alg=slices.Sort-32    	    4125	    283317 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist.sortish/alg=slices.Sort-32    	    4156	    287707 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist.sortish/alg=slices.Sort-32    	    4168	    277589 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist.sortish/alg=slices.Sort-32    	    4282	    276736 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=filelist.sortish/alg=slices.Sort-32    	    4273	    279573 ns/op	        30.68 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles/alg=sortWithTmp-32             	     172	   6604913 ns/op	        50.09 depth/op	  638976 B/op	       1 allocs/op
BenchmarkText/input=gofiles/alg=sortWithTmp-32             	     182	   6677269 ns/op	        50.09 depth/op	  638976 B/op	       1 allocs/op
BenchmarkText/input=gofiles/alg=sortWithTmp-32             	     186	   6457028 ns/op	        50.09 depth/op	  638976 B/op	       1 allocs/op
BenchmarkText/input=gofiles/alg=sortWithTmp-32             	     180	   6483967 ns/op	        50.09 depth/op	  638976 B/op	       1 allocs/op
BenchmarkText/input=gofiles/alg=sortWithTmp-32             	     180	   6630722 ns/op	        50.09 depth/op	  638976 B/op	       1 allocs/op
BenchmarkText/input=gofiles/alg=sortWithTmp-32             	     177	   6715874 ns/op	        50.09 depth/op	  638976 B/op	       1 allocs/op
BenchmarkText/input=gofiles/alg=sortWithTmp-32             	     177	   6520798 ns/op	        50.09 depth/op	  638976 B/op	       1 allocs/op
BenchmarkText/input=gofiles/alg=sortWithTmp-32             	     180	   6545897 ns/op	        50.09 depth/op	  638976 B/op	       1 allocs/op
BenchmarkText/input=gofiles/alg=sortWithTmp-32             	     180	   6872277 ns/op	        50.09 depth/op	  638976 B/op	       1 allocs/op
BenchmarkText/input=gofiles/alg=sortWithTmp-32             	     182	   6545934 ns/op	        50.09 depth/op	  638976 B/op	       1 allocs/op
BenchmarkText/input=gofiles/alg=sortInPlace-32             	     252	   4750690 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles/alg=sortInPlace-32             	     267	   4482865 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles/alg=sortInPlace-32             	     265	   4584271 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles/alg=sortInPlace-32             	     260	   4488672 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles/alg=sortInPlace-32             	     260	   4484616 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles/alg=sortInPlace-32             	     265	   4738237 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles/alg=sortInPlace-32             	     265	   4741136 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles/alg=sortInPlace-32             	     252	   4606354 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles/alg=sortInPlace-32             	     261	   4492867 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles/alg=sortInPlace-32             	     253	   4580444 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles/alg=slices.Sort-32             	     247	   4793721 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles/alg=slices.Sort-32             	     242	   4829385 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles/alg=slices.Sort-32             	     241	   4792801 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles/alg=slices.Sort-32             	     247	   4792274 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles/alg=slices.Sort-32             	     249	   4839827 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles/alg=slices.Sort-32             	     249	   4855727 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles/alg=slices.Sort-32             	     241	   4807785 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles/alg=slices.Sort-32             	     247	   4799767 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles/alg=slices.Sort-32             	     241	   4831719 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles/alg=slices.Sort-32             	     248	   4796109 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles.sortish/alg=sortWithTmp-32     	     232	   5290496 ns/op	        50.09 depth/op	  638976 B/op	       1 allocs/op
BenchmarkText/input=gofiles.sortish/alg=sortWithTmp-32     	     231	   5020296 ns/op	        50.09 depth/op	  638976 B/op	       1 allocs/op
BenchmarkText/input=gofiles.sortish/alg=sortWithTmp-32     	     234	   5214871 ns/op	        50.09 depth/op	  638976 B/op	       1 allocs/op
BenchmarkText/input=gofiles.sortish/alg=sortWithTmp-32     	     229	   5276200 ns/op	        50.09 depth/op	  638976 B/op	       1 allocs/op
BenchmarkText/input=gofiles.sortish/alg=sortWithTmp-32     	     228	   5204355 ns/op	        50.09 depth/op	  638976 B/op	       1 allocs/op
BenchmarkText/input=gofiles.sortish/alg=sortWithTmp-32     	     235	   5151459 ns/op	        50.09 depth/op	  638976 B/op	       1 allocs/op
BenchmarkText/input=gofiles.sortish/alg=sortWithTmp-32     	     230	   5265949 ns/op	        50.09 depth/op	  638976 B/op	       1 allocs/op
BenchmarkText/input=gofiles.sortish/alg=sortWithTmp-32     	     225	   5304004 ns/op	        50.09 depth/op	  638976 B/op	       1 allocs/op
BenchmarkText/input=gofiles.sortish/alg=sortWithTmp-32     	     232	   5049130 ns/op	        50.09 depth/op	  638976 B/op	       1 allocs/op
BenchmarkText/input=gofiles.sortish/alg=sortWithTmp-32     	     226	   5303425 ns/op	        50.09 depth/op	  638976 B/op	       1 allocs/op
BenchmarkText/input=gofiles.sortish/alg=sortInPlace-32     	     385	   3104024 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles.sortish/alg=sortInPlace-32     	     387	   3113946 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles.sortish/alg=sortInPlace-32     	     387	   3102547 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles.sortish/alg=sortInPlace-32     	     378	   3177904 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles.sortish/alg=sortInPlace-32     	     386	   3094894 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles.sortish/alg=sortInPlace-32     	     378	   3173088 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles.sortish/alg=sortInPlace-32     	     384	   3105242 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles.sortish/alg=sortInPlace-32     	     378	   3172724 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles.sortish/alg=sortInPlace-32     	     385	   3095535 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles.sortish/alg=sortInPlace-32     	     386	   3111312 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles.sortish/alg=slices.Sort-32     	    1219	    995361 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles.sortish/alg=slices.Sort-32     	    1212	    978620 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles.sortish/alg=slices.Sort-32     	    1201	   1006964 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles.sortish/alg=slices.Sort-32     	    1227	    997655 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles.sortish/alg=slices.Sort-32     	    1190	   1006934 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles.sortish/alg=slices.Sort-32     	    1219	    998788 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles.sortish/alg=slices.Sort-32     	    1227	    992515 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles.sortish/alg=slices.Sort-32     	    1203	   1007819 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles.sortish/alg=slices.Sort-32     	    1200	   1010281 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gofiles.sortish/alg=slices.Sort-32     	    1221	    981980 ns/op	        50.09 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache/alg=sortWithTmp-32          	      25	  46392708 ns/op	        74.93 depth/op	 3219456 B/op	       1 allocs/op
BenchmarkText/input=gomodcache/alg=sortWithTmp-32          	      24	  45965452 ns/op	        74.93 depth/op	 3219456 B/op	       1 allocs/op
BenchmarkText/input=gomodcache/alg=sortWithTmp-32          	      25	  46734338 ns/op	        74.93 depth/op	 3219456 B/op	       1 allocs/op
BenchmarkText/input=gomodcache/alg=sortWithTmp-32          	      24	  45630239 ns/op	        74.93 depth/op	 3219456 B/op	       1 allocs/op
BenchmarkText/input=gomodcache/alg=sortWithTmp-32          	      26	  45744549 ns/op	        74.93 depth/op	 3219456 B/op	       1 allocs/op
BenchmarkText/input=gomodcache/alg=sortWithTmp-32          	      26	  46840520 ns/op	        74.93 depth/op	 3219456 B/op	       1 allocs/op
BenchmarkText/input=gomodcache/alg=sortWithTmp-32          	      25	  45859520 ns/op	        74.93 depth/op	 3219456 B/op	       1 allocs/op
BenchmarkText/input=gomodcache/alg=sortWithTmp-32          	      25	  45686555 ns/op	        74.93 depth/op	 3219456 B/op	       1 allocs/op
BenchmarkText/input=gomodcache/alg=sortWithTmp-32          	      25	  45611627 ns/op	        74.93 depth/op	 3219456 B/op	       1 allocs/op
BenchmarkText/input=gomodcache/alg=sortWithTmp-32          	      25	  46753404 ns/op	        74.93 depth/op	 3219456 B/op	       1 allocs/op
BenchmarkText/input=gomodcache/alg=sortInPlace-32          	      27	  41078682 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache/alg=sortInPlace-32          	      27	  40331381 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache/alg=sortInPlace-32          	      30	  40264392 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache/alg=sortInPlace-32          	      28	  41263692 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache/alg=sortInPlace-32          	      28	  39432316 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache/alg=sortInPlace-32          	      28	  41549322 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache/alg=sortInPlace-32          	      28	  39575479 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache/alg=sortInPlace-32          	      30	  39560573 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache/alg=sortInPlace-32          	      28	  41620655 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache/alg=sortInPlace-32          	      28	  41579778 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache/alg=slices.Sort-32          	      33	  34167876 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache/alg=slices.Sort-32          	      31	  33717773 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache/alg=slices.Sort-32          	      36	  34001615 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache/alg=slices.Sort-32          	      34	  33320230 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache/alg=slices.Sort-32          	      36	  33445277 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache/alg=slices.Sort-32          	      36	  33368628 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache/alg=slices.Sort-32          	      34	  33661254 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache/alg=slices.Sort-32          	      36	  33827774 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache/alg=slices.Sort-32          	      33	  33944625 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache/alg=slices.Sort-32          	      31	  33654505 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache.sortish/alg=sortWithTmp-32  	      31	  38817649 ns/op	        74.93 depth/op	 3219456 B/op	       1 allocs/op
BenchmarkText/input=gomodcache.sortish/alg=sortWithTmp-32  	      31	  38001263 ns/op	        74.93 depth/op	 3219456 B/op	       1 allocs/op
BenchmarkText/input=gomodcache.sortish/alg=sortWithTmp-32  	      31	  38366841 ns/op	        74.93 depth/op	 3219456 B/op	       1 allocs/op
BenchmarkText/input=gomodcache.sortish/alg=sortWithTmp-32  	      30	  37818917 ns/op	        74.93 depth/op	 3219456 B/op	       1 allocs/op
BenchmarkText/input=gomodcache.sortish/alg=sortWithTmp-32  	      31	  38023535 ns/op	        74.93 depth/op	 3219456 B/op	       1 allocs/op
BenchmarkText/input=gomodcache.sortish/alg=sortWithTmp-32  	      32	  37757571 ns/op	        74.93 depth/op	 3219456 B/op	       1 allocs/op
BenchmarkText/input=gomodcache.sortish/alg=sortWithTmp-32  	      31	  37932305 ns/op	        74.93 depth/op	 3219456 B/op	       1 allocs/op
BenchmarkText/input=gomodcache.sortish/alg=sortWithTmp-32  	      31	  37883038 ns/op	        74.93 depth/op	 3219456 B/op	       1 allocs/op
BenchmarkText/input=gomodcache.sortish/alg=sortWithTmp-32  	      30	  37871915 ns/op	        74.93 depth/op	 3219456 B/op	       1 allocs/op
BenchmarkText/input=gomodcache.sortish/alg=sortWithTmp-32  	      31	  37422911 ns/op	        74.93 depth/op	 3219456 B/op	       1 allocs/op
BenchmarkText/input=gomodcache.sortish/alg=sortInPlace-32  	      42	  28173940 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache.sortish/alg=sortInPlace-32  	      42	  27622598 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache.sortish/alg=sortInPlace-32  	      42	  29017608 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache.sortish/alg=sortInPlace-32  	      38	  28221465 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache.sortish/alg=sortInPlace-32  	      37	  27501923 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache.sortish/alg=sortInPlace-32  	      43	  28242482 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache.sortish/alg=sortInPlace-32  	      37	  28976279 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache.sortish/alg=sortInPlace-32  	      40	  28970557 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache.sortish/alg=sortInPlace-32  	      40	  28201924 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache.sortish/alg=sortInPlace-32  	      37	  28961777 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache.sortish/alg=slices.Sort-32  	     186	   6650549 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache.sortish/alg=slices.Sort-32  	     188	   6462937 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache.sortish/alg=slices.Sort-32  	     187	   6528798 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache.sortish/alg=slices.Sort-32  	     180	   6506880 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache.sortish/alg=slices.Sort-32  	     180	   6478841 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache.sortish/alg=slices.Sort-32  	     184	   6370730 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
BenchmarkText/input=gomodcache.sortish/alg=slices.Sort-32  	     181	   6418119 ns/op	        74.93 depth/op	       0 B/op	       0 allocs/op
